whats all there ?	SELECT DISTINCT job.job_id FROM job
list jobs using sql ?	SELECT DISTINCT job.job_id FROM job JOIN language ON job.job_id = language.job_id WHERE language.language = "sql"
show the jobs requiring bsee ?	SELECT DISTINCT job.job_id FROM job WHERE job.req_deg = "BSEE"
show the jobs on mvs ?	SELECT DISTINCT job.job_id FROM job JOIN platform ON job.job_id = platform.job_id WHERE platform.platform = "mvs"
show the jobs on vms ?	SELECT DISTINCT job.job_id FROM job JOIN platform ON job.job_id = platform.job_id WHERE platform.platform = "vms"
i want a job that use 'c++' ?	SELECT DISTINCT job.job_id FROM job JOIN language ON job.job_id = language.job_id WHERE language.language = "c++"
what jobs require a bscs ?	SELECT DISTINCT job.job_id FROM job WHERE job.req_deg = "BSCS"
what jobs are there on vms ?	SELECT DISTINCT job.job_id FROM job JOIN platform ON job.job_id = platform.job_id WHERE platform.platform = "vms"
give me the jobs using sql ?	SELECT DISTINCT job.job_id FROM job JOIN language ON job.job_id = language.job_id WHERE language.language = "sql"
what jobs are there using sql ?	SELECT DISTINCT job.job_id FROM job JOIN language ON job.job_id = language.job_id WHERE language.language = "sql"
are there any jobs requiring bscs ?	SELECT DISTINCT job.job_id FROM job WHERE job.req_deg = "BSCS"
are there any mac jobs open ?	SELECT DISTINCT job.job_id FROM job JOIN platform ON job.job_id = platform.job_id WHERE platform.platform = "mac"
any jobs available using database ?	SELECT DISTINCT job.job_id FROM job JOIN area ON job.job_id = area.job_id WHERE area.area = "database"
show jobs using cics ?	SELECT DISTINCT job.job_id FROM job JOIN language ON job.job_id = language.job_id WHERE language.language = "cics"
what jobs does lcs recruit for ?	SELECT DISTINCT job.job_id FROM job WHERE job.recruiter = "LCS"
show jobs in html ?	SELECT DISTINCT job.job_id FROM job JOIN language ON job.job_id = language.job_id WHERE language.language = "html"
what database jobs are there ?	SELECT DISTINCT job.job_id FROM job JOIN area ON job.job_id = area.job_id WHERE area.area = "database"
give me the jobs on unix ?	SELECT DISTINCT job.job_id FROM job JOIN platform ON job.job_id = platform.job_id WHERE platform.platform = "unix"
are there any jobs for a graphics specialist ?	SELECT DISTINCT job.job_id FROM job JOIN area ON job.job_id = area.job_id WHERE area.area = "graphics"
what jobs are there using cics ?	SELECT DISTINCT job.job_id FROM job JOIN language ON job.job_id = language.job_id WHERE language.language = "cics"
are there any unix jobs ?	SELECT DISTINCT job.job_id FROM job JOIN platform ON job.job_id = platform.job_id WHERE platform.platform = "unix"
show the jobs using html ?	SELECT DISTINCT job.job_id FROM job JOIN language ON job.job_id = language.job_id WHERE language.language = "html"
i would like to find a job using java ?	SELECT DISTINCT job.job_id FROM job JOIN language ON job.job_id = language.job_id WHERE language.language = "java"
list the jobs on unix ?	SELECT DISTINCT job.job_id FROM job JOIN platform ON job.job_id = platform.job_id WHERE platform.platform = "unix"
what jobs are there for a database specialist ?	SELECT DISTINCT job.job_id FROM job JOIN area ON job.job_id = area.job_id WHERE area.area = "database"
any jobs available using database ?	SELECT DISTINCT job.job_id FROM job JOIN area ON job.job_id = area.job_id WHERE area.area = "database"
tell me jobs using html ?	SELECT DISTINCT job.job_id FROM job JOIN language ON job.job_id = language.job_id WHERE language.language = "html"
list the jobs in database ?	SELECT DISTINCT job.job_id FROM job JOIN area ON job.job_id = area.job_id WHERE area.area = "database"
list the jobs using cics ?	SELECT DISTINCT job.job_id FROM job JOIN language ON job.job_id = language.job_id WHERE language.language = "cics"
list the jobs for a database specialist ?	SELECT DISTINCT job.job_id FROM job JOIN area ON job.job_id = area.job_id WHERE area.area = "database"
are there any jobs that require the knowledge of linux platform ?	SELECT DISTINCT job.job_id FROM job JOIN platform ON job.job_id = platform.job_id WHERE platform.platform = "linux"
what jobs can i find with tivoli ?	SELECT DISTINCT job.job_id FROM job WHERE job.company = "Tivoli"
what jobs are there using cobol ?	SELECT DISTINCT job.job_id FROM job JOIN language ON job.job_id = language.job_id WHERE language.language = "cobol"
are there any jobs using cobol ?	SELECT DISTINCT job.job_id FROM job JOIN language ON job.job_id = language.job_id WHERE language.language = "cobol"
what positions are there in networking ?	SELECT DISTINCT job.job_id FROM job JOIN area ON job.job_id = area.job_id WHERE area.area = "networking"
what jobs are there for a networking specialist ?	SELECT DISTINCT job.job_id FROM job JOIN area ON job.job_id = area.job_id WHERE area.area = "networking"
tell me jobs in networking ?	SELECT DISTINCT job.job_id FROM job JOIN area ON job.job_id = area.job_id WHERE area.area = "networking"
what jobs are there using 'tcl/tk' ?	SELECT DISTINCT job.job_id FROM job JOIN language ON job.job_id = language.job_id WHERE language.language = "tcl/tk"
are there any computer jobs in the field of statistics ?	SELECT DISTINCT job.job_id FROM job JOIN area ON job.job_id = area.job_id WHERE area.area = "statistics"
are there any jobs on novell ?	SELECT DISTINCT job.job_id FROM job JOIN platform ON job.job_id = platform.job_id WHERE platform.platform = "novell"
are there any jobs for a programmer ?	SELECT DISTINCT job.job_id FROM job WHERE job.title = "Programmer"
are there any programmer jobs open ?	SELECT DISTINCT job.job_id FROM job WHERE job.title = "Programmer"
are there any programmer jobs open ?	SELECT DISTINCT job.job_id FROM job WHERE job.title = "Programmer"
is fortran required for any jobs ?	SELECT DISTINCT job.job_id FROM job JOIN language ON job.job_id = language.job_id WHERE language.language = "fortran"
are there any jobs on windows ?	SELECT DISTINCT job.job_id FROM job JOIN platform ON job.job_id = platform.job_id WHERE platform.platform = "windows"
show jobs on windows ?	SELECT DISTINCT job.job_id FROM job JOIN platform ON job.job_id = platform.job_id WHERE platform.platform = "windows"
give me jobs in san antonio ?	SELECT DISTINCT job.job_id FROM job JOIN city ON job.job_id = city.job_id WHERE city.city_name = "san antonio"
list jobs using assembly ?	SELECT DISTINCT job.job_id FROM job JOIN language ON job.job_id = language.job_id WHERE language.language = "assembly"
list the positions that require a knowledge of microsoft excel ?	SELECT DISTINCT job.job_id FROM job JOIN application ON job.job_id = application.job_id WHERE application.application = "excel"
list the positions that require a knowledge of microsoft excel ?	SELECT DISTINCT job.job_id FROM job JOIN application ON job.job_id = application.job_id WHERE application.application = "excel"
are there any jobs in san antonio ?	SELECT DISTINCT job.job_id FROM job JOIN city ON job.job_id = city.job_id WHERE city.city_name = "san antonio"
list the jobs using assembly ?	SELECT DISTINCT job.job_id FROM job JOIN language ON job.job_id = language.job_id WHERE language.language = "assembly"
show the jobs in san antonio ?	SELECT DISTINCT job.job_id FROM job JOIN city ON job.job_id = city.job_id WHERE city.city_name = "san antonio"
are there any jobs in san antonio ?	SELECT DISTINCT job.job_id FROM job JOIN city ON job.job_id = city.job_id WHERE city.city_name = "san antonio"
what jobs does microsoft recruit for ?	SELECT DISTINCT job.job_id FROM job WHERE job.company = "Microsoft"
show me jobs not involving 'c++' ?	SELECT DISTINCT job.job_id FROM job JOIN language ON job.job_id = language.job_id WHERE language.language != "c++"
show me jobs not involving 'c++' ?	SELECT DISTINCT job.job_id FROM job JOIN language ON job.job_id = language.job_id WHERE language.language != "c++"
what jobs have a salary greater than 20 and hour ?	SELECT DISTINCT job.job_id FROM job JOIN salary ON job.job_id = salary.job_id WHERE salary.money >= 20 AND salary.time = "hour"
tell me the jobs in '3d' graphics ?	SELECT DISTINCT job.job_id FROM job JOIN area ON job.job_id = area.job_id WHERE area.area = "3d graphics"
show me something that requires oracle ?	SELECT DISTINCT job.job_id FROM job JOIN application ON job.job_id = application.job_id WHERE application.application = "oracle"
what jobs are there for a '3d' graphics specialist ?	SELECT DISTINCT job.job_id FROM job JOIN area ON job.job_id = area.job_id WHERE area.area = "3d graphics"
are there any jobs for a client server specialist ?	SELECT DISTINCT job.job_id FROM job JOIN area ON job.job_id = area.job_id WHERE area.area = "client/server"
what jobs are there for a '3d' graphics specialist ?	SELECT DISTINCT job.job_id FROM job JOIN area ON job.job_id = area.job_id WHERE area.area = "3d graphics"
show the jobs in client server ?	SELECT DISTINCT job.job_id FROM job JOIN area ON job.job_id = area.job_id WHERE area.area = "client/server"
list the jobs for a client server specialist ?	SELECT DISTINCT job.job_id FROM job JOIN area ON job.job_id = area.job_id WHERE area.area = "client/server"
what jobs are longhorn employment hiring for ?	SELECT DISTINCT job.job_id FROM job WHERE job.recruiter = "Longhorn"
list jobs in client server ?	SELECT DISTINCT job.job_id FROM job JOIN area ON job.job_id = area.job_id WHERE area.area = "client/server"
what jobs are longhorn employment hiring for ?	SELECT DISTINCT job.job_id FROM job WHERE job.recruiter = "Longhorn"
are there any autocad jobs open ?	SELECT DISTINCT job.job_id FROM job JOIN application ON job.job_id = application.job_id WHERE application.application = "autocad"
list the jobs using cobol ii ?	SELECT DISTINCT job.job_id FROM job JOIN language ON job.job_id = language.job_id WHERE language.language = "cobol ii"
list jobs in cobol ii ?	SELECT DISTINCT job.job_id FROM job JOIN language ON job.job_id = language.job_id WHERE language.language = "cobol ii"
give me jobs in cobol ii ?	SELECT DISTINCT job.job_id FROM job JOIN language ON job.job_id = language.job_id WHERE language.language = "cobol ii"
are there any autocad jobs open ?	SELECT DISTINCT job.job_id FROM job JOIN application ON job.job_id = application.job_id WHERE application.application = "autocad"
tell me jobs using cobol ii ?	SELECT DISTINCT job.job_id FROM job JOIN language ON job.job_id = language.job_id WHERE language.language = "cobol ii"
tell me jobs for a device driver specialist ?	SELECT DISTINCT job.job_id FROM job JOIN area ON job.job_id = area.job_id WHERE area.area = "device driver"
what are the jobs that pay 50000 per year ?	SELECT DISTINCT job.job_id FROM job JOIN salary ON job.job_id = salary.job_id WHERE salary.money >= 50000 AND salary.time = "year"
what jobs are there with a salary of 40000 ?	SELECT DISTINCT job.job_id FROM job JOIN salary ON job.job_id = salary.job_id WHERE salary.money >= 40000 AND salary.time = "year"
what jobs are there with a salary of more than 50000 dollars per year ?	SELECT DISTINCT job.job_id FROM job JOIN salary ON job.job_id = salary.job_id WHERE salary.money >= 50000 AND salary.time = "year"
show me jobs with a salary greater than 50000 dollars a year ?	SELECT DISTINCT job.job_id FROM job JOIN salary ON job.job_id = salary.job_id WHERE salary.money >= 50000 AND salary.time = "year"
show me the jobs with 30000 salary	SELECT DISTINCT job.job_id FROM job JOIN salary ON job.job_id = salary.job_id WHERE salary.money >= 30000 AND salary.time = "year"
what jobs are there with a salary of 40000 ?	SELECT DISTINCT job.job_id FROM job JOIN salary ON job.job_id = salary.job_id WHERE salary.money >= 40000 AND salary.time = "year"
what jobs pay 40000 ?	SELECT DISTINCT job.job_id FROM job JOIN salary ON job.job_id = salary.job_id WHERE salary.money >= 40000 AND salary.time = "year"
show me the jobs with 30000 salary	SELECT DISTINCT job.job_id FROM job JOIN salary ON job.job_id = salary.job_id WHERE salary.money >= 30000 AND salary.time = "year"
show me jobs paying greater than 50000 per year ?	SELECT DISTINCT job.job_id FROM job JOIN salary ON job.job_id = salary.job_id WHERE salary.money >= 50000 AND salary.time = "year"
what jobs pay at least 80000 dollars per year ?	SELECT DISTINCT job.job_id FROM job JOIN salary ON job.job_id = salary.job_id WHERE salary.money >= 80000 AND salary.time = "year"
list the jobs in visual 'c++' ?	SELECT DISTINCT job.job_id FROM job JOIN language ON job.job_id = language.job_id WHERE language.language = "visual c++"
tell me the jobs using powerbuilder ?	SELECT DISTINCT job.job_id FROM job JOIN language ON job.job_id = language.job_id WHERE language.language = "powerbuilder"
give me jobs using visual 'c++' ?	SELECT DISTINCT job.job_id FROM job JOIN language ON job.job_id = language.job_id WHERE language.language = "visual c++"
which jobs use visual 'j++' as their development tool ?	SELECT DISTINCT job.job_id FROM job JOIN language ON job.job_id = language.job_id WHERE language.language = "visual j++"
which jobs use visual 'j++' as their development tool ?	SELECT DISTINCT job.job_id FROM job JOIN language ON job.job_id = language.job_id WHERE language.language = "visual j++"
what jobs are there on windows 95 ?	SELECT DISTINCT job.job_id FROM job JOIN platform ON job.job_id = platform.job_id WHERE platform.platform = "windows 95"
show the jobs in visual 'c++' ?	SELECT DISTINCT job.job_id FROM job JOIN language ON job.job_id = language.job_id WHERE language.language = "visual c++"
give me the jobs in visual 'c++' ?	SELECT DISTINCT job.job_id FROM job JOIN language ON job.job_id = language.job_id WHERE language.language = "visual c++"
are there any jobs using powerbuilder ?	SELECT DISTINCT job.job_id FROM job JOIN language ON job.job_id = language.job_id WHERE language.language = "powerbuilder"
tell me the jobs on windows nt ?	SELECT DISTINCT job.job_id FROM job JOIN platform ON job.job_id = platform.job_id WHERE platform.platform = "windows nt"
what jobs are there on windows nt ?	SELECT DISTINCT job.job_id FROM job JOIN platform ON job.job_id = platform.job_id WHERE platform.platform = "windows nt"
show jobs using powerbuilder ?	SELECT DISTINCT job.job_id FROM job JOIN language ON job.job_id = language.job_id WHERE language.language = "powerbuilder"
show me the jobs that are not in haskell ?	SELECT DISTINCT job.job_id FROM job JOIN language ON job.job_id = language.job_id WHERE language.language != "haskell"
i want a job that doesnt use windows ?	SELECT DISTINCT job.job_id FROM job JOIN platform ON job.job_id = platform.job_id WHERE platform.platform != "windows"
show me the jobs that are not in haskell ?	SELECT DISTINCT job.job_id FROM job JOIN language ON job.job_id = language.job_id WHERE language.language != "haskell"
are there any jobs with a salary of 100000 ?	SELECT DISTINCT job.job_id FROM job JOIN salary ON job.job_id = salary.job_id WHERE salary.money >= 100000 AND salary.time = "year"
what jobs have a recruiter named phil smith ?	SELECT DISTINCT job.job_id FROM job WHERE job.recruiter = "Phil Smith"
are there any jobs for a data warehousing specialist ?	SELECT DISTINCT job.job_id FROM job JOIN area ON job.job_id = area.job_id WHERE area.area = "data warehousing"
tell me the jobs using visual basic ?	SELECT DISTINCT job.job_id FROM job JOIN language ON job.job_id = language.job_id WHERE language.language = "visual basic"
what jobs are there in data warehousing ?	SELECT DISTINCT job.job_id FROM job JOIN area ON job.job_id = area.job_id WHERE area.area = "data warehousing"
are there any project manager positions open ?	SELECT DISTINCT job.job_id FROM job WHERE job.title = "Project Manager"
show jobs for a data warehousing specialist ?	SELECT DISTINCT job.job_id FROM job JOIN area ON job.job_id = area.job_id WHERE area.area = "data warehousing"
give me jobs for a data warehousing specialist ?	SELECT DISTINCT job.job_id FROM job JOIN area ON job.job_id = area.job_id WHERE area.area = "data warehousing"
tell me jobs using visual basic ?	SELECT DISTINCT job.job_id FROM job JOIN language ON job.job_id = language.job_id WHERE language.language = "visual basic"
show jobs using visual basic ?	SELECT DISTINCT job.job_id FROM job JOIN language ON job.job_id = language.job_id WHERE language.language = "visual basic"
are there any project manager positions open ?	SELECT DISTINCT job.job_id FROM job WHERE job.title = "Project Manager"
list the required experience for a job using lisp ?	SELECT DISTINCT job.req_exp FROM job JOIN language ON job.job_id = language.job_id WHERE language.language = "lisp"
show me the job application for ic design engineer ?	SELECT DISTINCT job.job_id FROM job WHERE job.title = "Ic Design Engineer"
what jobs desire a degree but dont use 'c++'	SELECT DISTINCT job.job_id FROM job JOIN language ON job.job_id = language.job_id WHERE language.language != "c++" AND job.des_deg is not NULL
what jobs desire a degree but dont use 'c++'	SELECT DISTINCT job.job_id FROM job JOIN language ON job.job_id = language.job_id WHERE language.language != "c++" AND job.des_deg is not NULL
how much experience is wanted for a job at microsoft ?	SELECT DISTINCT job.req_exp FROM job WHERE job.company = "Microsoft"
are there any jobs in the us with the title verification engineer ?	SELECT DISTINCT job.job_id FROM job WHERE job.title = "Verification Engineer"
what are the degree requirements for a software engineer ?	SELECT DISTINCT job.req_deg FROM job WHERE job.title = "Software Engineer"
list the companies that desire 'c++' experience ?	SELECT DISTINCT job.company FROM job JOIN language ON job.job_id = language.job_id WHERE language.language = "c++" AND job.des_exp is not NULL
what project manager jobs are there that require experience ?	SELECT DISTINCT job.job_id FROM job WHERE job.title = "Project Manager" AND job.req_exp is not NULL
what are the jobs that require experience with microsoft word ?	SELECT DISTINCT job.job_id FROM job JOIN application ON job.job_id = application.job_id WHERE application.application = "microsoft word" AND job.req_exp is not NULL
what are the jobs that require experience with microsoft word ?	SELECT DISTINCT job.job_id FROM job JOIN application ON job.job_id = application.job_id WHERE application.application = "microsoft word" AND job.req_exp is not NULL
show the jobs for bscs in austin ?	SELECT DISTINCT job.job_id FROM job JOIN city ON job.job_id = city.job_id WHERE job.req_deg = "BSCS" AND city.city_name = "austin"
tell me the jobs requiring bs in usa ?	SELECT DISTINCT job.job_id FROM job JOIN country ON job.job_id = country.job_id WHERE job.req_deg = "BS" AND country.country = "usa"
are there jobs that do not require a degree in houston ?	SELECT DISTINCT job.job_id FROM job JOIN city ON job.job_id = city.job_id WHERE city.city_name = "houston" AND job.req_deg is NULL
are there any jobs specializing in ai with jpl ?	SELECT DISTINCT job.job_id FROM job JOIN area ON job.job_id = area.job_id WHERE area.area = "ai" AND job.company = "JPL"
show me the jobs that require 1 year of experience but desire 2 years of experiences	SELECT DISTINCT job.job_id FROM job WHERE job.req_exp = 1 AND job.des_exp = 2
are there any jobs specializing in ai with jpl ?	SELECT DISTINCT job.job_id FROM job JOIN area ON job.job_id = area.job_id WHERE area.area = "ai" AND job.company = "JPL"
what jobs need knowledge of 'c++' or java ?	SELECT DISTINCT job.job_id FROM job JOIN language ON job.job_id = language.job_id WHERE language.language = "c++" OR language.language = "java"
what jobs are there in usa on ibm ?	SELECT DISTINCT job.job_id FROM job JOIN country ON job.job_id = country.job_id JOIN platform ON job.job_id = platform.job_id WHERE country.country = "usa" AND platform.platform = "ibm"
what ai positions require only a bscs ?	SELECT DISTINCT job.job_id FROM job JOIN area ON job.job_id = area.job_id WHERE area.area = "ai" AND job.req_deg = "BSCS"
what jobs are there in austin that require 5 years experience ?	SELECT DISTINCT job.job_id FROM job JOIN city ON job.job_id = city.job_id WHERE city.city_name = "austin" AND job.req_exp = 5
what jobs in austin require 10 years of experience ?	SELECT DISTINCT job.job_id FROM job JOIN city ON job.job_id = city.job_id WHERE city.city_name = "austin" AND job.req_exp = 10
give me the jobs for a database specialist in usa ?	SELECT DISTINCT job.job_id FROM job JOIN area ON job.job_id = area.job_id JOIN country ON job.job_id = country.job_id WHERE area.area = "database" AND country.country = "usa"
show the jobs requiring bs in usa ?	SELECT DISTINCT job.job_id FROM job JOIN country ON job.job_id = country.job_id WHERE job.req_deg = "BS" AND country.country = "usa"
what job is there for a bscs with 5 years of experience ?	SELECT DISTINCT job.job_id FROM job WHERE job.req_deg = "BSCS" AND job.req_exp = 5
what jobs require at least 1 year of experience in 'c++' ?	SELECT DISTINCT job.job_id FROM job JOIN language ON job.job_id = language.job_id WHERE job.req_exp = 1 AND language.language = "c++"
what jobs in austin require no experience ?	SELECT DISTINCT job.job_id FROM job JOIN city ON job.job_id = city.job_id WHERE city.city_name = "austin" AND job.req_exp is NULL
what jobs in austin require no experience ?	SELECT DISTINCT job.job_id FROM job JOIN city ON job.job_id = city.job_id WHERE city.city_name = "austin" AND job.req_exp is NULL
give some jobs in dallas on a sun system ?	SELECT DISTINCT job.job_id FROM job JOIN city ON job.job_id = city.job_id JOIN platform ON job.job_id = platform.job_id WHERE city.city_name = "dallas" AND platform.platform = "sun"
show jobs in austin that require a bscs ?	SELECT DISTINCT job.job_id FROM job JOIN city ON job.job_id = city.job_id WHERE city.city_name = "austin" AND job.req_deg = "BSCS"
what jobs are there in dallas that requires a mscs ?	SELECT DISTINCT job.job_id FROM job JOIN city ON job.job_id = city.job_id WHERE city.city_name = "dallas" AND job.req_deg = "MSCS"
whats available on vax and near austin ?	SELECT DISTINCT job.job_id FROM job JOIN city ON job.job_id = city.job_id JOIN platform ON job.job_id = platform.job_id WHERE platform.platform = "vax" AND city.city_name = "austin"
show me the jobs at companies in austin that want a degree in bscs	SELECT DISTINCT job.job_id FROM job JOIN city ON job.job_id = city.job_id WHERE city.city_name = "austin" AND job.des_deg = "BSCS"
