show me developer jobs requiring experience with mac ?	answer(A,(title(A,T),const(T,Developer),job(A),req_exp(A),platform(A,P),const(P,mac)))
what database jobs are there ?	answer(J,(job(J),area(J,A),const(A,database)))
what jobs are available that require java but not internet experience or ai experience ?	answer(A,(job(A),language(A,J),const(J,java),\+(((area(A,I),const(I,internet),req_exp(A));(area(A,C),const(C,ai),req_exp(A))))))
show the jobs requiring bs in usa ?	answer(_5487,(job(_5487),req_deg(_5487,_5502),const(_5502,BS),country(_5487,_5512),const(_5512,usa)))
are there any mac jobs open ?	answer(J, (platform(J,P),const(P,mac),job(J)))
show me jobs for dell requiring experience on unix ?	answer(A,(job(A),company(A,C),const(C,Dell),req_exp(A),platform(A,P),const(P,unix)))
show the jobs in austin ?	answer(_4927,(job(_4927),loc(_4927,_4942),const(_4942,austin)))
show me the jobs in texas using ai on unix ?	answer(A,(job(A),loc(A,S),const(S,texas),area(A,B),const(B,ai),platform(A,P),const(P,unix)))
show me austin jobs requiring a bscs ?	answer(A,(job(A),loc(A,C),const(C,austin),req_deg(A,D),const(D,BSCS)))
show jobs for a shell programmer familiar with the unix environment ?	answer(J,(job(J),language(J,L),const(L,shell),platform(J,P),const(P,unix)))
show me houston jobs using c in the specialty area of oil pipeline modeling ?	answer(A,(loc(A,P),const(P,houston),job(A),language(A,L),const(L,c),area(A,S),const(S,'oil pipeline modeling')))
which jobs in houston offer over 50000 in graphics ?	answer(A,(job(A),loc(A,C),const(C,houston),salary_greater_than(A,50000,year),area(A,B),const(B,graphics)))
all of it ?	answer(J,job(J))
what jobs pay at least 80000 dollars per year ?	answer(J, (job(J),salary_greater_than(J,80000,year)))
i wish there were some perl jobs in boston ?	answer(J,(job(J),language(J,L),const(L,perl),loc(J,C),const(C,boston)))
if i moved to california and learned sql on oracle could i find anything for 30000 on unix ?	answer(J,(job(J),loc(J,L),const(L,california),language(J,G),const(G,sql),application(J,N),const(N,oracle),salary_greater_than(J,30000,year),platform(J,P),const(P,unix)))
all the jobs please ?	answer(J,job(J))
what jobs require 'c++' and pays a salary greater than 90000 per year ?	answer(A, (job(A),language(A,C),const(C,c++),salary_greater_than(A,90000,year)))
tell me the jobs using visual basic ?	answer(_1549,(job(_1549),language(_1549,_1566),const(_1566,'visual basic')))
are there any autocad jobs open ?	answer(A,(application(A,B),const(B,autocad),job(A)))
what jobs require a degree for pascal programmers who do not know 'c++' ?	answer(A,(job(A),req_deg(A),language(A,P),const(P,pascal),\+((language(A,C),const(C,c++)))))
show a list of jobs requiring experience in 'c++' or java ?	answer(A,(job(A),req_exp(A),((language(A,C),const(C,c++));(language(A,J),const(J,java)))))
list jobs requiring bscs using java ?	answer(_689,(job(_689),req_deg(_689,_702),const(_702,BSCS),language(_689,_712),const(_712,java)))
what jobs are available using apache with a specialty area of networking ?	answer(B,(job(B),application(B,A),const(A,apache),area(B,R),const(R,networking)))
what tivoli jobs are there that require a bscs degree ?	answer(J, (company(J,C),const(C,Tivoli),job(J),req_deg(J,D),const(D,BSCS)))
show me the hardware platforms associated with a netware administrator with ibm ?	answer(H,(platform(A,H),title(A,T),const(T,'NetWare Administrator'),company(A,C),const(C,IBM)))
give me the jobs using 'c++' that dont require windows ?	answer(A,(job(A),language(A,B),const(B,c++),\+((platform(A,C),const(C,windows)))))
show me systems analyst jobs at ibm ?	answer(A,(title(A,T),const(T,'Systems Analyst'),job(A),company(A,C),const(C,IBM)))
show me the jobs using 'c++' that require a bscs but desire a mscs ?	answer(C,(job(C),language(C,L),const(L,c++),req_deg(C,D),const(D,BSCS),des_deg(C,E),const(E,MSCS)))
are there any jobs using 'c++' with dell ?	answer(A,(job(A),language(A,C),const(C,c++),company(A,B),const(B,Dell)))
what are the jobs for a 'c++' programmer in austin ?	answer(J,(job(J),language(J,C),const(C,c++),title(J,P),const(P,Programmer),loc(J,A),const(A,austin)))
what jobs desire a degree but dont use 'c++'	answer(A,(job(A),des_deg(A),\+((language(A,C),const(C,c++)))))
who might offer me 50000 for web development ?	answer(J,(job(J),salary_greater_than(J,50000,year),area(J,A),const(A,web),title(J,T),const(T,Developer)))
what are the jobs in austin requiring knowledge of oracle ?	answer(A,(job(A),loc(A,C),const(C,austin),application(A,O),const(O,oracle)))
is there anything for an old cobol programmer on mvs ?	answer(J,(job(J),language(J,L),const(L,cobol),title(J,T),const(T,Programmer),platform(J,P),const(P,mvs)))
give me the jobs on unix ?	answer(_2007,(job(_2007),platform(_2007,_2024),const(_2024,unix)))
what jobs desire 2 years of experience with powerbuilder on windows nt ?	answer(J,(job(J),des_exp(J,T),const(T,2),language(J,A),const(A,powerbuilder),platform(J,P),const(P,'windows nt')))
list jobs in austin ?	answer(_1517,(job(_1517),loc(_1517,_1530),const(_1530,austin)))
are there any jobs using java that dont require a bscs ?	answer(A,(job(A),language(A,B),const(B,java),\+((req_deg(A,C),const(C,BSCS)))))
what jobs are there in data warehousing ?	answer(_5959,(job(_5959),area(_5959,_5976),const(_5976,'data warehousing')))
what jobs are there for programmers who know java ?	answer(A, (job(A),title(A,T),const(T,Programmer),language(A,P),const(P,java)))
what jobs as an sql engineer pay 100000 ?	answer(A,(job(A),title(A,C),const(C,'Sql Engineer'),salary_greater_than(A,100000,year)))
are there any project manager positions open ?	answer(A,(title(A,B),const(B,'Project Manager'),job(A)))
are there any jobs using sql ?	answer(_5135,(job(_5135),language(_5135,_5152),const(_5152,sql)))
what jobs are there for 'c++' programmers which pay more than 60000 per year ?	answer(A, (job(A),language(A,L),const(L,c++),title(A,T),const(T,Programmer),salary_greater_than(A,60000,year)))
what java jobs are there with ibm in austin ?	answer(A,(language(A,L),const(L,java),job(A),company(A,C),const(C,IBM),loc(A,D),const(D,austin)))
what ai jobs are there in texas that pay 65000 ?	answer(A,(area(A,B),const(B,ai),job(A),loc(A,T),const(T,texas),salary_greater_than(A,65000,year)))
show the jobs in client server ?	answer(_851,(job(_851),area(_851,_866),const(_866,client/server)))
are there any jobs on ibm ?	answer(_6285,(job(_6285),platform(_6285,_6302),const(_6302,ibm)))
can i find a job making more than 40000 a year without a degree ?	answer(A,(job(A),salary_greater_than(A,40000,year),\+req_deg(A)))
give me jobs in san antonio using cobol ?	answer(_209,(job(_209),loc(_209,_224),const(_224,'san antonio'),language(_209,_236),const(_236,cobol)))
show me what needs experience ?	answer(J,(job(J),req_exp(J)))
are there any jobs requiring a bscs for boeing in seattle ?	answer(A,(job(A),req_deg(A,B),const(B,BSCS),company(A,D),const(D,Boeing),loc(A,C),const(C,seattle)))
are there any jobs requiring bscs ?	answer(_4399,(job(_4399),req_deg(_4399,_4416),const(_4416,BSCS)))
give me jobs on vms using sql ?	answer(_1107,(job(_1107),platform(_1107,_1122),const(_1122,vms),language(_1107,_1132),const(_1132,sql)))
what austin area web jobs require java and 'c++' ?	answer(A, (loc(A,B),const(B,austin),area(A,C),const(C,web),job(A),language(A,D),const(D,java),language(A,E),const(E,c++)))
show me all job that are available	answer(J,job(J))
what jobs require a bscs 4 years of experience pay 50000 and are in san jose ?	answer(E,(job(E),req_deg(E,A),const(A,BSCS),req_exp(E,B),const(B,4),salary_greater_than(E,50000,year),loc(E,D),const(D,'san jose')))
show me austin jobs requiring a bscs degree with a salary greater than 50000 per year ?	answer(A,(loc(A,E),const(E,austin),job(A),req_deg(A,D),const(D,BSCS),salary_greater_than(A,50000,year)))
give me a list of all the jobs ?	answer(J,job(J))
what jobs are there for a com specialist ?	answer(_2647,(job(_2647),area(_2647,_2666),const(_2666,com)))
who gives 50000 for fortran ?	answer(J,(job(J),salary_greater_than(J,50000,year),language(J,L),const(L,fortran)))
what jobs are there on x86 ?	answer(_2081,(job(_2081),platform(_2081,_2098),const(_2098,x86)))
give me the jobs in visual 'c++' ?	answer(_5851,(job(_5851),language(_5851,_5868),const(_5868,'visual c++')))
list the jobs using cobol ii ?	answer(_5889,(job(_5889),language(_5889,_5904),const(_5904,'cobol ii')))
what engineer positions in telecommunications companies in dallas do not require 'c++' ?	answer(J, (title(J,T),const(T,engineer),job(J),area(J,A),const(A,telecommunications),loc(J,L),const(L,dallas),\+((language(J,G),const(G,c++)))))
what 'c++' jobs are in austin ?	answer(A,(language(A,L),const(L,c++),job(A),loc(A,C),const(C,austin)))
show me the senior software developer jobs which require a master ?	answer(J,(job(J),title(J,T),const(T,'Senior Software Developer'),req_deg(J,D),const(D,master)))
show me the jobs using perl with lockheed martin aeronautics in colorado ?	answer(A,(job(A),language(A,L),const(L,perl),company(A,C),const(C,'Lockheed Martin Aeronautics'),loc(A,S),const(S,colorado)))
what jobs are there for programmers that know assembly ?	answer(J, (job(J),title(J,T),const(T,Programmer),language(J,L),const(L,assembly)))
what jobs does microsoft recruit for ?	answer(J,(job(J),company(J,B),const(B, Microsoft)))
show the jobs on sun ?	answer(_7263,(job(_7263),platform(_7263,_7278),const(_7278,sun)))
show me jobs desiring a mscs in austin with microsoft ?	answer(A,(job(A),des_deg(A,D),const(D,MSCS),loc(A,C),const(C,austin),company(A,X),const(X,Microsoft)))
list the positions that require a knowledge of microsoft excel ?	answer(A,(job(A),application(A,B),const(B,excel)))
show the companies that are looking for bscs in austin	answer(C,(company(X,C),req_deg(X,D),const(D,BSCS),loc(X,A),const(A,austin)))
show me programmer jobs in tulsa ?	answer(A,(title(A,T),const(T,Programmer),job(A),loc(A,C),const(C,tulsa)))
are there any jobs on vax ?	answer(_71,(job(_71),platform(_71,_88),const(_88,vax)))
what jobs in austin have a salary of 60000 ?	answer(A,(job(A),loc(A,B),const(B,austin),salary_greater_than(A,60000,year)))
what jobs are there in austin that requires experience with unix ?	answer(A,(job(A),loc(A,C),const(C,austin),req_exp(A),platform(A,P),const(P,unix)))
what jobs using fortran are there in houston ?	answer(J,(job(J),language(J,F),const(F,fortran),loc(J,L),const(L,houston)))
could a senior consulting engineer find work in boston ?	answer(J,(job(J),title(J,T),const(T,'Senior Consulting Engineer'),loc(J,L),const(L,boston)))
what jobs are there with a salary of more than 50000 dollars per year ?	answer(A,(job(A),salary_greater_than(A,50000,year)))
show me a job that requires 'c++' and java and is in austin ?	answer(A,(job(A),language(A,C),const(C,c++),language(A,D),const(D,java),loc(A,L),const(L,austin)))
what jobs are there for assembly programmer that require a bscs ?	answer(A,(job(A),language(A,S),const(S,assembly),req_deg(A,D),const(D,BSCS)))
are there any jobs using powerbuilder ?	answer(_4433,(job(_4433),language(_4433,_4450),const(_4450,powerbuilder)))
